,trial,stayBarOn,foragingTime,choiceMade,rewarded,rewardSize,trialErrors,timeToFixate,minFixTimeToStart,holdFixTime,timeToChoose,ITI,timeInErrorState,allForagingTimes,shrinkRate,handlingTime,allJuiceAmounts,choiceTime,completeTime,trialErrors_error1,trialErrors_error2,monkey,file,date,session,trial_uid
4631,225,left,5,stay,yes,0.2,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5112552769714966,0.5112645943881944,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|225
4632,226,left,5,leave,no,0.0,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5112958927638829,0.5114083964144811,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|226
4633,227,right,5,leave,no,0.0,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5114291025092825,0.5115406162803993,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|227
4634,228,left,5,leave,no,0.0,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5116936997510493,0.5118065614951774,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|228
4635,229,right,5,leave,no,0.0,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5118608759948984,0.5119744136463851,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|229
4636,230,left,5,stay,yes,0.2,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5120165696134791,0.512025420088321,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|230
4637,231,left,5,stay,yes,0.187,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.51208603347186,0.5120948608964682,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|231
4638,232,left,5,stay,yes,0.174,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5122355261119083,0.5122441774001345,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|232
4639,233,left,5,stay,yes,0.16099999999999998,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.512263894197531,0.5122730437433347,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|233
4640,234,left,5,leave,no,0.0,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.512307909084484,0.5124210193753242,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|234
4641,235,right,5,leave,no,0.0,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5125194011488929,0.5126314123626798,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|235
4642,236,left,5,stay,yes,0.2,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5126818781718612,0.5126909397076815,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|236
4643,237,left,5,stay,yes,0.187,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5127134283538908,0.5127225533360615,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|237
4644,238,left,5,stay,yes,0.174,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5127637420082465,0.5127730122767389,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|238
4645,239,left,5,stay,yes,0.16099999999999998,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5128096198895946,0.512818208662793,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|239
4646,240,left,5,stay,yes,0.14799999999999996,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5128404496936128,0.5128490614006296,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|240
4647,241,left,5,stay,yes,0.13499999999999995,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5128857487579808,0.5128944329917431,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|241
4648,242,left,5,stay,yes,0.12199999999999996,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5129674089839682,0.5129760160343722,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|242
4649,243,left,5,stay,yes,0.10899999999999996,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5129985501989722,0.5130076531786472,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|243
4650,244,left,5,stay,yes,0.09599999999999996,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5130292240064591,0.5130380464252084,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|244
4651,245,left,5,stay,yes,0.08299999999999996,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.513064026250504,0.5130733622936532,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|245
4652,246,left,5,stay,yes,0.06999999999999997,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5130959767848253,0.513104681391269,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|246
4653,247,left,5,leave,no,0.0,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5131462464341894,0.5132586695253849,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|247
4654,248,right,5,leave,no,0.0,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5132789157796651,0.5133902531815693,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|248
4655,249,left,5,stay,yes,0.2,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.513415765017271,0.5134247939568013,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|249
4656,250,left,5,stay,yes,0.187,,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5135125663364306,0.5135216638445854,noHold,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|250
4657,251,left,5,stay,yes,0.174,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5135534178698435,0.5135620745131746,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|251
4658,252,left,5,stay,yes,0.16099999999999998,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5136477902997285,0.5136569596361369,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|252
4659,253,left,5,stay,yes,0.14799999999999996,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5137440440012142,0.5137527617625892,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|253
4660,254,left,5,leave,no,0.0,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5138487787917256,0.5139605809235945,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|254
4661,255,right,5,stay,yes,0.2,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5140382398385555,0.5140467786695808,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|255
4662,256,right,5,leave,no,0.0,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5140775036998093,0.5141891891835257,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|256
4663,257,left,5,stay,yes,0.2,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5142189610050991,0.5142280494328588,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|257
4664,258,left,5,stay,yes,0.187,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5142968946602196,0.5143061011331156,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|258
4665,259,left,5,stay,yes,0.174,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5143345714313909,0.5143438909435645,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|259
4666,260,left,5,leave,no,0.0,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5143831572495401,0.5144968111999333,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|260
4667,261,right,5,leave,no,0.0,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5145189334871247,0.5146307264221832,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|261
4668,262,left,5,leave,no,0.0,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.514662112807855,0.514774028561078,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|262
4669,263,right,5,leave,no,0.0,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5147936837747693,0.5149059146642685,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|263
4670,264,left,5,stay,yes,0.2,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5149301550118253,0.5149388975696638,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|264
4671,265,left,5,stay,yes,0.187,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5151462779613212,0.5151553350733593,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|265
4672,266,left,5,stay,yes,0.174,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.515434556407854,0.515443819691427,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|266
4673,267,left,5,stay,yes,0.16099999999999998,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5158679090673104,0.5158769997069612,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|267
4674,268,left,5,stay,yes,0.14799999999999996,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5160471897106618,0.5160561029333621,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|268
4675,269,left,5,stay,yes,0.13499999999999995,none,30,0.05,0.1,2147483647,1,3,5,65,0.4,"[0.2   0.187 0.174 0.161 0.148 0.135 0.122 0.109 0.096 0.083 0.07  0.057
 0.044 0.031 0.018 0.005 0.   ]",0.5169171468587592,0.5169263364514336,,,calvin,/Users/tomroper/Documents/Leaving Variability/Patch/calvin/C130401/C130401.2.C.mat,C130401,2,calvin|C130401|2|269
